900.026235	0.00002
900.000589	0.00002
900.000011	0.00002
900	0.00002
900	0.00002
900.339712	0.000026
901.917338	0.000058
911.491938	0.000262
959.096189	0.001352
1033.38341	0.003194
1100.86962	0.004962
1198.019864	0.007667
1259.676732	0.009431
1330.780724	0.011533
1411.224065	0.013991
1500.6083	0.016815
1548.501809	0.018345
1650.231323	0.021725
1703.779045	0.023524
1758.973279	0.02541
1815.659975	0.027382
1873.672979	0.029436
1932.830344	0.031571
1992.925742	0.033782
2053.708584	0.036065
2084.247914	0.037224
2114.817993	0.038399
2145.335888	0.039589
2175.675725	0.040791
2205.621335	0.042004
2234.735601	0.043221
2261.925213	0.044432
2273.866143	0.045024
2283.497666	0.045598
2289.644059	0.046639
2278.677682	0.047548
2261.856271	0.04842
2243.335224	0.049286
2204.158902	0.051018
2163.10367	0.052767
2076.072267	0.056323
1983.378957	0.060243
1888.343659	0.065281
1794.861117	0.071857
1708.723247	0.079899
1575.053997	0.099555
1522.590879	0.111209
1475.250508	0.123894
1452.134339	0.130678
1428.965474	0.137734
1405.376579	0.145071
1381.054665	0.152702
1329.343723	0.168753
1301.084135	0.177347
1270.891074	0.186331
1238.585635	0.195825
1204.313923	0.206041
1131.247523	0.229057
1094.431704	0.24246
1058.673974	0.257607
993.689687	0.293428
894.470673	0.371844
470	0.45
